Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-14 04:00:00-04:00,188.0,189.46,187.0,188.5,0,0,0
2022-03-14 04:01:00-04:00,187.85,188.17,187.52,188.08,0,0,0
2022-03-14 04:02:00-04:00,187.52,187.61,187.5,187.52,0,0,0
2022-03-14 04:03:00-04:00,187.5,187.6,187.17,187.52,0,0,0
2022-03-14 04:04:00-04:00,187.65,188.3,187.65,188.3,0,0,0
2022-03-14 04:05:00-04:00,187.65,187.65,187.0,187.23,0,0,0
2022-03-14 04:06:00-04:00,187.23,187.23,187.0,187.23,0,0,0
2022-03-14 04:07:00-04:00,187.23,187.85,187.23,187.85,0,0,0
2022-03-14 04:08:00-04:00,187.6,188.0,187.6,187.6,0,0,0
2022-03-14 04:09:00-04:00,187.6,187.82,187.6,187.71,0,0,0
2022-03-14 04:10:00-04:00,187.71,187.94,187.6,187.78,0,0,0
2022-03-14 04:11:00-04:00,187.71,187.8,187.69,187.69,0,0,0
2022-03-14 04:12:00-04:00,187.52,188.0,187.52,187.95,0,0,0
2022-03-14 04:13:00-04:00,187.75,187.75,187.56,187.62,0,0,0
2022-03-14 04:14:00-04:00,187.62,187.62,187.35,187.56,0,0,0
2022-03-14 04:15:00-04:00,187.43,187.5,187.17,187.17,0,0,0
2022-03-14 04:16:00-04:00,187.12,187.2,187.01,187.2,0,0,0
2022-03-14 04:17:00-04:00,187.08,187.15,187.08,187.15,0,0,0
2022-03-14 04:18:00-04:00,187.19,187.22,187.0,187.0,0,0,0
2022-03-14 04:19:00-04:00,187.11,187.29,186.81,187.0,0,0,0
2022-03-14 04:20:00-04:00,187.0,187.2,186.69,187.05,0,0,0
2022-03-14 04:21:00-04:00,187.07,187.26,186.67,186.67,0,0,0
2022-03-14 04:22:00-04:00,187.0,187.0,186.66,186.67,0,0,0
2022-03-14 04:23:00-04:00,186.67,187.0,186.64,187.0,0,0,0
2022-03-14 04:24:00-04:00,186.87,186.87,186.87,186.87,0,0,0
2022-03-14 04:25:00-04:00,186.87,187.02,186.6,186.9,0,0,0
